Step,Total_Production_actual_diff_mean,Total_Production_actual_diff_CI_Upper,Total_Production_actual_diff_CI_Lower,Total_Production_actual_diff_SEM
0,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
0,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
0,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
0,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
0,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
0,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
0,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
0,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
0,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
0,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
1,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
1,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
1,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
1,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
1,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
1,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
1,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
1,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
1,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
1,0.0368907139431478,0.035872018324145216,0.03790940956215039,0.03999087677394558
2,1.635586433039073,1.6421158187282998,1.6290570473498391,0.16633248190785369
2,1.635586433039073,1.6421158187282998,1.6290570473498391,0.16633248190785369
2,1.635586433039073,1.6421158187282998,1.6290570473498391,0.16633248190785369
2,1.635586433039073,1.6421158187282998,1.6290570473498391,0.16633248190785369
2,1.635586433039073,1.6421158187282998,1.6290570473498391,0.16633248190785369
2,1.635586433039073,1.6421158187282998,1.6290570473498391,0.16633248190785369
2,1.635586433039073,1.6421158187282998,1.6290570473498391,0.16633248190785369
2,1.635586433039073,1.6421158187282998,1.6290570473498391,0.16633248190785369
2,1.635586433039073,1.6421158187282998,1.6290570473498391,0.16633248190785369
2,1.635586433039073,1.6421158187282998,1.6290570473498391,0.16633248190785369
3,3.761235755933484,3.782513610067518,3.7399579017994498,0.37471831972901515
3,3.761235755933484,3.782513610067518,3.7399579017994498,0.37471831972901515
3,3.761235755933484,3.782513610067518,3.7399579017994498,0.37471831972901515
3,3.761235755933484,3.782513610067518,3.7399579017994498,0.37471831972901515
3,3.761235755933484,3.782513610067518,3.7399579017994498,0.37471831972901515
3,3.761235755933484,3.782513610067518,3.7399579017994498,0.37471831972901515
3,3.761235755933484,3.782513610067518,3.7399579017994498,0.37471831972901515
3,3.761235755933484,3.782513610067518,3.7399579017994498,0.37471831972901515
3,3.761235755933484,3.782513610067518,3.7399579017994498,0.37471831972901515
3,3.761235755933484,3.782513610067518,3.7399579017994498,0.37471831972901515
4,5.527085416694149,5.563669176487231,5.49050165690106,0.5904461978093383
4,5.527085416694149,5.563669176487231,5.49050165690106,0.5904461978093383
4,5.527085416694149,5.563669176487231,5.49050165690106,0.5904461978093383
4,5.527085416694149,5.563669176487231,5.49050165690106,0.5904461978093383
4,5.527085416694149,5.563669176487231,5.49050165690106,0.5904461978093383
4,5.527085416694149,5.563669176487231,5.49050165690106,0.5904461978093383
4,5.527085416694149,5.563669176487231,5.49050165690106,0.5904461978093383
4,5.527085416694149,5.563669176487231,5.49050165690106,0.5904461978093383
4,5.527085416694149,5.563669176487231,5.49050165690106,0.5904461978093383
4,5.527085416694149,5.563669176487231,5.49050165690106,0.5904461978093383
5,5.960747167916303,6.005545727169633,5.915948608662973,0.7174484334418757
5,5.960747167916303,6.005545727169633,5.915948608662973,0.7174484334418757
5,5.960747167916303,6.005545727169633,5.915948608662973,0.7174484334418757
5,5.960747167916303,6.005545727169633,5.915948608662973,0.7174484334418757
5,5.960747167916303,6.005545727169633,5.915948608662973,0.7174484334418757
5,5.960747167916303,6.005545727169633,5.915948608662973,0.7174484334418757
5,5.960747167916303,6.005545727169633,5.915948608662973,0.7174484334418757
5,5.960747167916303,6.005545727169633,5.915948608662973,0.7174484334418757
5,5.960747167916303,6.005545727169633,5.915948608662973,0.7174484334418757
5,5.960747167916303,6.005545727169633,5.915948608662973,0.7174484334418757
6,5.544013843165466,5.60604000522742,5.481987681103519,0.7814418944912315
6,5.544013843165466,5.60604000522742,5.481987681103519,0.7814418944912315
6,5.544013843165466,5.60604000522742,5.481987681103519,0.7814418944912315
6,5.544013843165466,5.60604000522742,5.481987681103519,0.7814418944912315
6,5.544013843165466,5.60604000522742,5.481987681103519,0.7814418944912315
6,5.544013843165466,5.60604000522742,5.481987681103519,0.7814418944912315
6,5.544013843165466,5.60604000522742,5.481987681103519,0.7814418944912315
6,5.544013843165466,5.60604000522742,5.481987681103519,0.7814418944912315
