Run,Step,Firm,Optimal_K,Actual_K,Dividends,Total_Production_actual,Total_Production_optimal,Exit_Rate
0,7,4,6.993390200042817,6.993390200042817,3.6428335831920937,57.383268389237166,112.44678523640624,0
0,7,5,10.02454725872035,10.02454725872035,5.272621115198724,57.383268389237166,112.44678523640624,0
0,7,6,5.017102693347579,5.017102693347579,2.590128126517254,57.383268389237166,112.44678523640624,0
0,7,7,25.849684627740142,25.849684627740142,13.947396350174115,57.383268389237166,112.44678523640624,0
0,7,8,5.788118589837311,5.788118589837311,2.9996957787002536,57.383268389237166,112.44678523640624,0
0,7,9,8.36541184888809,8.36541184888809,4.378582526456668,57.383268389237166,112.44678523640624,0
0,8,0,13.896407028460837,13.896407028460837,7.209200060686005,60.140642325696284,120.48687972214616,0
0,8,1,19.368127561631052,19.368127561631052,10.109235840031227,60.140642325696284,120.48687972214616,0
0,8,2,14.888851263364348,14.888851263364348,7.733846637809179,60.140642325696284,120.48687972214616,0
0,8,3,5.916693669850739,5.916693669850739,3.0217473023541657,60.140642325696284,120.48687972214616,0
0,8,4,7.369359836372878,7.369359836372878,3.778841997521759,60.140642325696284,120.48687972214616,0
0,8,5,10.666378628449168,10.666378628449168,5.506721646941694,60.140642325696284,120.48687972214616,0
0,8,6,5.239763428855337,5.239763428855337,2.6700680506779944,60.140642325696284,120.48687972214616,0
0,8,7,28.21522865035222,28.21522865035222,14.829037731069768,60.140642325696284,120.48687972214616,0
0,8,8,6.068308389075601,6.068308389075601,3.100618742305571,60.140642325696284,120.48687972214616,0
0,8,9,8.85776126573398,8.85776126573398,4.557421431458507,60.140642325696284,120.48687972214616,0
0,9,0,14.58402865964653,14.58402865964653,7.457093109142392,62.15302494127772,126.46977640211828,0
0,9,1,20.45072740069194,20.45072740069194,10.501542988320555,62.15302494127772,126.46977640211828,0
0,9,2,15.645375362823156,15.645375362823156,8.006872497252187,62.15302494127772,126.46977640211828,0
0,9,3,6.112918061473418,6.112918061473418,3.0915536382030298,62.15302494127772,126.46977640211828,0
0,9,4,7.644501404901934,7.644501404901934,3.8770581481473827,62.15302494127772,126.46977640211828,0
0,9,5,11.139958059653507,11.139958059653507,5.676749315592951,62.15302494127772,126.46977640211828,0
0,9,6,5.401479865519084,5.401479865519084,2.7274895019832264,62.15302494127772,126.46977640211828,0
0,9,7,29.998766776396266,29.998766776396266,15.47914075878979,62.15302494127772,126.46977640211828,0
0,9,8,6.272472981713687,6.272472981713687,3.1732784108352203,62.15302494127772,126.46977640211828,0
0,9,9,9.219547829298765,9.219547829298765,4.686937321946302,62.15302494127772,126.46977640211828,0
0,10,0,15.08551000192892,15.08551000192892,7.635672754075281,63.60350899493327,130.84137648092667,0
0,10,1,21.244354799831054,21.244354799831054,10.785181666371777,63.60350899493327,130.84137648092667,0
0,10,2,16.197699743534343,16.197699743534343,8.203705522827908,63.60350899493327,130.84137648092667,0
0,10,3,6.254134506304312,6.254134506304312,3.1413753809707656,63.60350899493327,130.84137648092667,0
0,10,4,7.843190183616165,7.843190183616165,3.94732442085341,63.60350899493327,130.84137648092667,0
0,10,5,11.48391971582467,11.48391971582467,5.79888278922047,63.60350899493327,130.84137648092667,0
0,10,6,5.517642003407419,5.517642003407419,2.768417704398422,63.60350899493327,130.84137648092667,0
0,10,7,31.313908693416334,31.313908693416334,15.95109732963328,63.60350899493327,130.84137648092667,0
0,10,8,6.419461646103169,6.419461646103169,3.22515092983491,63.60350899493327,130.84137648092667,0
0,10,9,9.481555186960291,9.481555186960291,4.779782277195327,63.60350899493327,130.84137648092667,0
0,11,0,15.446772088957605,15.446772088957605,7.763217010724046,64.63987965055397,133.99494119372827,0
0,11,1,21.818148643095494,21.818148643095494,10.988274750844004,64.63987965055397,133.99494119372827,0
0,11,2,16.595887956095627,16.595887956095627,8.344360674246468,64.63987965055397,133.99494119372827,0
0,11,3,6.35492262680059,6.35492262680059,3.1767275600810057,64.63987965055397,133.99494119372827,0
0,11,4,7.98533706902993,7.98533706902993,3.997267166044997,64.63987965055397,133.99494119372827,0
0,11,5,11.73099263163947,11.73099263163947,5.8859363399310345,64.63987965055397,133.99494119372827,0
0,11,6,5.60043871760406,5.60043871760406,2.7974323262047,64.63987965055397,133.99494119372827,0
0,11,7,32.268664851845784,32.268664851845784,16.29000305862479,64.63987965055397,133.99494119372827,0
0,11,8,6.524398434841357,6.524398434841357,3.2619653986516983,64.63987965055397,133.99494119372827,0
0,11,9,9.669378173818354,9.669378173818354,4.8458659121947605,64.63987965055397,133.99494119372827,0
0,12,0,15.704790881428444,15.704790881428444,7.853763511349944,65.37583495633248,136.24946430531674,0
0,12,1,22.22900079584282,22.22900079584282,11.132711166369804,65.37583495633248,136.24946430531674,0
0,12,2,16.880429755760986,16.880429755760986,8.444251722288557,65.37583495633248,136.24946430531674,0
0,12,3,6.426439187443192,6.426439187443192,3.2017105370650265,65.37583495633248,136.24946430531674,0
0,12,4,8.086369974357046,8.086369974357046,4.032602588926424,65.37583495633248,136.24946430531674,0
0,12,5,11.907099754177286,11.907099754177286,5.947650244724458,65.37583495633248,136.24946430531674,0
0,12,6,5.659134560750255,5.659134560750255,2.817923306062871,65.37583495633248,136.24946430531674,0
0,12,7,32.95426253576695,32.95426253576695,16.53151237130755,65.37583495633248,136.24946430531674,0
0,12,8,6.598873170428402,6.598873170428402,3.2879852793033253,65.37583495633248,136.24946430531674,0
0,12,9,9.803063689361343,9.803063689361343,4.892667330050388,65.37583495633248,136.24946430531674,0
0,13,0,15.88796415294855,15.88796415294855,7.917773706185478,65.89621297076324,137.8511096615611,0
0,13,1,22.52119199677953,22.52119199677953,11.23494482074917,65.89621297076324,137.8511096615611,0
0,13,2,17.082506809418078,17.082506809418078,8.514886110961447,65.89621297076324,137.8511096615611,0
0,13,3,6.476979115489464,6.476979115489464,3.2193154321742448,65.89621297076324,137.8511096615611,0
0,13,4,8.15785263757425,8.15785263757425,4.057523076173748,65.89621297076324,137.8511096615611,0
0,13,5,12.03194541647402,12.03194541647402,5.991234581735341,65.89621297076324,137.8511096615611,0
0,13,6,5.700587292676156,5.700587292676156,2.8323562331531735,65.89621297076324,137.8511096615611,0
0,13,7,33.442829742681404,33.442829742681404,16.70269615865838,65.89621297076324,137.8511096615611,0
0,13,8,6.651510728264161,6.651510728264161,3.3063225921759396,65.89621297076324,137.8511096615611,0
0,13,9,9.897741769255497,9.897741769255497,4.925697008687233,65.89621297076324,137.8511096615611,0
0,14,0,16.017455151690807,16.017455151690807,7.962891001488687,66.26305315368157,138.98391811687347,0
0,14,1,22.72800808357117,22.72800808357117,11.307066471046015,66.26305315368157,138.98391811687347,0
0,14,2,17.225398384085242,17.225398384085242,8.56468144063324,66.26305315368157,138.98391811687347,0
0,14,3,6.512593371254545,6.512593371254545,3.231696424391525,66.26305315368157,138.98391811687347,0
0,14,4,8.208266150469985,8.208266150469985,4.07505899219295,66.26305315368157,138.98391811687347,0
0,14,5,12.120115423510546,12.120115423510546,6.021933513207456,66.26305315368157,138.98391811687347,0
0,14,6,5.729784737684712,5.729784737684712,2.8425032438192477,66.26305315368157,138.98391811687347,0
0,14,7,33.7891301976245,33.7891301976245,16.823578423005525,66.26305315368157,138.98391811687347,0
0,14,8,6.688606646566318,6.688606646566318,3.3192195270188214,66.26305315368157,138.98391811687347,0
0,14,9,9.964559970415642,9.964559970415642,4.948950366577271,66.26305315368157,138.98391811687347,0
0,15,0,16.108726294426322,16.108726294426322,7.994625988987881,66.52111127046247,139.78264853912447,0
0,15,1,22.873908350737576,22.873908350737576,11.357826921703484,66.52111127046247,139.78264853912447,0
0,15,2,17.326133071559138,17.326133071559138,8.599711337065195,66.52111127046247,139.78264853912447,0
0,15,3,6.537639804119732,6.537639804119732,3.2403914392200983,66.52111127046247,139.78264853912447,0
0,15,4,8.243740863287549,8.243740863287549,4.087379207334661,66.52111127046247,139.78264853912447,0
0,15,5,12.182218582341076,12.182218582341076,6.043516311177565,66.52111127046247,139.78264853912447,0
0,15,6,5.750311882599273,5.750311882599273,2.8496277729881383,66.52111127046247,139.78264853912447,0
0,15,7,34.033671948837046,34.033671948837046,16.90871617393873,66.52111127046247,139.78264853912447,0
0,15,8,6.714696818261773,6.714696818261773,3.328277302369226,66.52111127046247,139.78264853912447,0
0,15,9,10.011600922954981,10.011600922954981,4.965293002469777,66.52111127046247,139.78264853912447,0
0,16,0,16.172925368291075,16.172925368291075,8.016915703118762,66.7023769917092,140.34460267229403,0
0,16,1,22.976595453458188,22.976595453458188,11.393494763354724,66.7023769917092,140.34460267229403,0
0,16,2,17.396997662527284,17.396997662527284,8.624317477601705,66.7023769917092,140.34460267229403,0
0,16,3,6.55522959832554,6.55522959832554,3.2464918654680686,66.7023769917092,140.34460267229403,0
0,16,4,8.268664345672171,8.268664345672171,4.096025513785936,66.7023769917092,140.34460267229403,0
0,16,5,12.225880034582906,12.225880034582906,6.058670278566695,66.7023769917092,140.34460267229403,0
0,16,6,5.764724624194865,5.764724624194865,2.8546255657306707,66.7023769917092,140.34460267229403,0
0,16,7,34.205903457073134,34.205903457073134,16.968568825747642,66.7023769917092,140.34460267229403,0
0,16,8,6.733020467791672,6.733020467791672,3.3346324481042453,66.7023769917092,140.34460267229403,0
0,16,9,10.044661660377187,10.044661660377187,4.976764947576818,66.7023769917092,140.34460267229403,0
0,17,0,16.218016893975435,16.218016893975435,8.032555469381526,66.82957021119572,140.73936984508998,0
0,17,1,23.048750591405618,23.048750591405618,11.41852887780054,66.82957021119572,140.73936984508998,0
0,17,2,17.446775260009247,17.446775260009247,8.641583654940952,66.82957021119572,140.73936984508998,0
0,17,3,6.567570605717141,6.567570605717141,3.2507689960032895,66.82957021119572,140.73936984508998,0
0,17,4,8.286155604067554,8.286155604067554,4.102088808616776,66.82957021119572,140.73936984508998,0
0,17,5,12.256536125806623,12.256536125806623,6.069300659002202,66.82957021119572,140.73936984508998,0
0,17,6,5.774835032004123,5.774835032004123,2.858129235108559,66.82957021119572,140.73936984508998,0
0,17,7,34.32698385184497,34.32698385184497,17.01059169623086,66.82957021119572,140.73936984508998,0
0,17,8,6.745876766237485,6.745876766237485,3.33908826892871,66.82957021119572,140.73936984508998,0
0,17,9,10.06786911402178,10.06786911402178,4.984811076037762,66.82957021119572,140.73936984508998,0
0,18,0,16.249655743984626,16.249655743984626,8.043521456135613,66.91875632511648,141.01639467890152,0
0,18,1,23.09939396923857,23.09939396923857,11.43608547910403,66.91875632511648,141.01639467890152,0
0,18,2,17.48170429832673,17.48170429832673,8.65369054261109,66.91875632511648,141.01639467890152,0
0,18,3,6.5762231321807745,6.5762231321807745,3.253766339736481,66.91875632511648,141.01639467890152,0
0,18,4,8.298421495545181,8.298421495545181,4.1063384545823745,66.91875632511648,141.01639467890152,0
0,18,5,12.278041115490545,12.278041115490545,6.0767530211703775,66.91875632511648,141.01639467890152,0
0,18,6,5.781922866186961,5.781922866186961,2.8605843620278235,66.91875632511648,141.01639467890152,0
0,18,7,34.41199505174633,34.41199505174633,17.040069611990628,66.91875632511648,141.01639467890152,0
0,18,8,6.754890778618778,6.754890778618778,3.342210885651537,66.91875632511648,141.01639467890152,0
0,18,9,10.084146227583037,10.084146227583037,4.990451104759612,66.91875632511648,141.01639467890152,0
0,19,0,16.271839656728993,16.271839656728993,8.051206553206116,66.98126063812988,141.2106498358506,0
0,19,1,23.134910527860985,23.134910527860985,11.448391159107429,66.98126063812988,141.2106498358506,0
0,19,2,17.50619622465338,17.50619622465338,8.662175454832076,66.98126063812988,141.2106498358506,0
0,19,3,6.582286682441511,6.582286682441511,3.2558661245848484,66.98126063812988,141.2106498358506,0
0,19,4,8.30701842142238,8.30701842142238,4.109315825981017,66.98126063812988,141.2106498358506,0
0,19,5,12.293117054919028,12.293117054919028,6.081975118622843,66.98126063812988,141.2106498358506,0
0,19,6,5.786889525601628,5.786889525601628,2.8623042055880794,66.98126063812988,141.2106498358506,0
0,19,7,34.47162812679602,34.47162812679602,17.060734541984633,66.98126063812988,141.2106498358506,0
0,19,8,6.7612077529564925,6.7612077529564925,3.3443984547015404,66.98126063812988,141.2106498358506,0
0,19,9,10.095555862470166,10.095555862470166,4.9944029213506305,66.98126063812988,141.2106498358506,0
0,20,0,16.287386412955048,16.287386412955048,8.056590489611535,67.0250499719168,141.34679421065502,0
0,20,1,23.15980460602989,23.15980460602989,11.457013012894189,67.0250499719168,141.34679421065502,0
0,20,2,17.52336098661917,17.52336098661917,8.66811984295985,67.0250499719168,141.34679421065502,0
0,20,3,6.58653449386995,6.58653449386995,3.257336780196124,67.0250499719168,141.34679421065502,0
0,20,4,8.313041568157484,8.313041568157484,4.111401270349622,67.0250499719168,141.34679421065502,0
0,20,5,12.303681225460716,12.303681225460716,6.085633256758115,67.0250499719168,141.34679421065502,0
0,20,6,5.790368725452061,5.790368725452061,2.8635087112769457,67.0250499719168,141.34679421065502,0
0,20,7,34.5134327554296,34.5134327554296,17.07521490240313,67.0250499719168,141.34679421065502,0
0,20,8,6.765633149595738,6.765633149595738,3.345930604916178,67.0250499719168,141.34679421065502,0
0,20,9,10.10355028708537,10.10355028708537,4.997171054778542,67.0250499719168,141.34679421065502,0
1,0,0,1.0,1.0,1.1077734368450851,10.916027541511177,10.0,0
1,0,1,1.0,1.0,0.8629099967801159,10.916027541511177,10.0,0
1,0,2,1.0,1.0,0.9830269988185764,10.916027541511177,10.0,0
1,0,3,1.0,1.0,0.9532155232944777,10.916027541511177,10.0,0
1,0,4,1.0,1.0,0.9868435101719911,10.916027541511177,10.0,0
1,0,5,1.0,1.0,1.0401916172996093,10.916027541511177,10.0,0
1,0,6,1.0,1.0,1.1939659569301073,10.916027541511177,10.0,0
1,0,7,1.0,1.0,1.0181657963593727,10.916027541511177,10.0,0
1,0,8,1.0,1.0,0.884106266825271,10.916027541511177,10.0,0
1,0,9,1.0,1.0,0.9705149643514577,10.916027541511177,10.0,0
1,1,0,2.2409975330614595,2.2409975330614595,1.948766978447712,17.88604352016199,20.23119061090937,0
1,1,1,1.7456450116241031,1.7456450116241031,1.2744847772021775,17.88604352016199,20.23119061090937,0
1,1,2,1.9886386566184733,1.9886386566184733,1.5905764938478812,17.88604352016199,20.23119061090937,0
1,1,3,1.9283307986356233,1.9283307986356233,1.509448091704585,17.88604352016199,20.23119061090937,0
1,1,4,1.9963593621738096,1.9963593621738096,1.6010887056581706,17.88604352016199,20.23119061090937,0
1,1,5,2.104281228225206,2.104281228225206,1.750999395844624,17.88604352016199,20.23119061090937,0
1,1,6,2.415362812507943,2.415362812507943,2.213500411069841,17.88604352016199,20.23119061090937,0
1,1,7,2.0597235517644856,2.0597235517644856,1.688436600975855,17.88604352016199,20.23119061090937,0
1,1,8,1.7885245276888486,1.7885245276888486,1.328161537560143,17.88604352016199,20.23119061090937,0
1,1,9,1.9633271286094172,1.9633271286094172,1.5563135672294137,17.88604352016199,20.23119061090937,0
1,2,0,3.9423061123857566,3.9423061123857566,2.8938511413382826,25.334509025770604,33.30175596627701,0
1,2,1,2.5782503413050084,2.5782503413050084,1.6745304877727991,25.334509025770604,33.30175596627701,0
1,2,2,3.2176958575665107,3.2176958575665107,2.227649911385501,25.334509025770604,33.30175596627701,0
1,2,3,3.0535751601230587,3.0535751601230587,2.0823663451938876,25.334509025770604,33.30175596627701,0
1,2,4,3.238961795122272,3.238961795122272,2.2466342071261725,25.334509025770604,33.30175596627701,0
1,2,5,3.5422273146893044,3.5422273146893044,2.5211973902847418,25.334509025770604,33.30175596627701,0
1,2,6,4.477855124207791,4.477855124207791,3.4098947243170947,25.334509025770604,33.30175596627701,0
1,2,7,3.4156643693260027,3.4156643693260027,2.405753554252922,25.334509025770604,33.30175596627701,0
1,2,8,2.686837064495911,2.686837064495911,1.7659296583254993,25.334509025770604,33.30175596627701,0
1,2,9,3.1483828270553906,3.1483828270553906,2.166025227740089,25.334509025770604,33.30175596627701,0
1,3,0,5.854187375403803,5.854187375403803,3.816608210288485,32.36597793707509,47.32512940709065,0
1,3,1,3.387532655433968,3.387532655433968,2.027140934891739,32.36597793707509,47.32512940709065,0
1,3,2,4.506479204048296,4.506479204048296,2.8200162167854597,32.36597793707509,47.32512940709065,0
1,3,3,4.212574238826327,4.212574238826327,2.6084012737213023,32.36597793707509,47.32512940709065,0
1,3,4,4.544883952263707,4.544883952263707,2.8478312305667677,32.36597793707509,47.32512940709065,0
1,3,5,5.1003182998142345,5.1003182998142345,3.2541041278638083,32.36597793707509,47.32512940709065,0
1,3,6,6.8981304398821,6.8981304398821,4.614279801129462,32.36597793707509,47.32512940709065,0
1,3,7,4.866778350985655,4.866778350985655,3.0823900973788616,32.36597793707509,47.32512940709065,0
1,3,8,3.572430856564159,3.572430856564159,2.155654481515815,32.36597793707509,47.32512940709065,0
1,3,9,4.381814033868401,4.381814033868401,2.7299833325019462,32.36597793707509,47.32512940709065,0
1,4,0,7.720901494332084,7.720901494332084,4.632533357014086,38.44302491525506,60.601056153826846,0
1,4,1,4.100854636123189,4.100854636123189,2.317274928331412,38.44302491525506,60.601056153826846,0
1,4,2,5.704821197922699,5.704821197922699,3.32609670427058,38.44302491525506,60.601056153826846,0
1,4,3,5.276729541639343,5.276729541639343,3.053841487275093,38.44302491525506,60.601056153826846,0
1,4,4,5.761090264496011,5.761090264496011,3.3620298516070006,38.44302491525506,60.601056153826846,0
1,4,5,6.582970019245646,6.582970019245646,3.890529060022164,38.44302491525506,60.601056153826846,0
1,4,6,9.334570867339282,9.334570867339282,5.7024041506556395,38.44302491525506,60.601056153826846,0
1,4,7,6.235596895906691,6.235596895906691,3.6663432841846935,38.44302491525506,60.601056153826846,0
1,4,8,4.360834277600915,4.360834277600915,2.4785813464085518,38.44302491525506,60.601056153826846,0
1,4,9,5.522686959220984,5.522686959220984,3.210018497569263,38.44302491525506,60.601056153826846,0
1,5,0,9.371497347381576,9.371497347381576,5.305389061769028,43.37689493615388,72.09811234879959,0
1,5,1,4.687788337483012,4.687788337483012,2.5447381241690468,43.37689493615388,72.09811234879959,0
1,5,2,6.728609173210009,6.728609173210009,3.7334742319231515,43.37689493615388,72.09811234879959,0
1,5,3,6.177843782601244,6.177843782601244,3.4101772425486034,43.37689493615388,72.09811234879959,0
1,5,4,6.801301017821657,6.801301017821657,3.776266944802192,43.37689493615388,72.09811234879959,0
1,5,5,7.870441496272162,7.870441496272162,4.4087220162626535,43.37689493615388,72.09811234879959,0
1,5,6,11.535818795703605,11.535818795703605,6.61341600368197,43.37689493615388,72.09811234879959,0
1,5,7,7.416919364499383,7.416919364499383,4.139758378063785,43.37689493615388,72.09811234879959,0
1,5,8,5.0141071252013365,5.0141071252013365,2.7330022851536575,43.37689493615388,72.09811234879959,0
1,5,9,6.493785908625604,6.493785908625604,3.5954297915935807,43.37689493615388,72.09811234879959,0
1,6,0,10.732667352284862,10.732667352284862,5.833729871124613,47.209714090491445,81.44571443263105,0
1,6,1,5.14794060669264,5.14794060669264,2.7171209414473063,47.209714090491445,81.44571443263105,0
1,6,2,7.5527235671190205,7.5527235671190205,4.047976276535208,47.209714090491445,81.44571443263105,0
1,6,3,6.898701967090461,6.898701967090461,3.6840734022460087,47.209714090491445,81.44571443263105,0
1,6,4,7.639292138638531,7.639292138638531,4.096240737044595,47.209714090491445,81.44571443263105,0
1,6,5,8.918732688279826,8.918732688279826,4.811999270058971,47.209714090491445,81.44571443263105,0
1,6,6,13.378772641064005,13.378772641064005,7.336405630150879,47.209714090491445,81.44571443263105,0
1,6,7,8.374626077993604,8.374626077993604,4.507069978340596,47.209714090491445,81.44571443263105,0
1,6,8,5.528794223775172,5.528794223775172,2.9264813944026318,47.209714090491445,81.44571443263105,0
1,6,9,7.273463169692936,7.273463169692936,3.892432651819666,47.209714090491445,81.44571443263105,0
1,7,0,11.801487393460066,11.801487393460066,6.234572359616453,50.09610634713713,88.71457792775597,0
1,7,1,5.496666668731972,5.496666668731972,2.8446908841556042,50.09610634713713,88.71457792775597,0
1,7,2,8.188953217222975,8.188953217222975,4.283761850973255,50.09610634713713,88.71457792775597,0
1,7,3,7.452786943116772,7.452786943116772,3.888787396219594,50.09610634713713,88.71457792775597,0
1,7,4,8.286590995254661,8.286590995254661,4.336221136082651,50.09610634713713,88.71457792775597,0
1,7,5,9.734552332295836,9.734552332295836,5.116047152022124,50.09610634713713,88.71457792775597,0
1,7,6,14.841362296544638,14.841362296544638,7.889029516009599,50.09610634713713,88.71457792775597,0
1,7,7,9.11768811821501,9.11768811821501,4.783412304051717,50.09610634713713,88.71457792775597,0
1,7,8,5.920197548773399,5.920197548773399,3.070010127386356,50.09610634713713,88.71457792775597,0
1,7,9,7.874292414140627,7.874292414140627,4.114814987788009,50.09610634713713,88.71457792775597,0
