l,par
0.01,7.82893156969518
0.0198989898989899,3.2163174780486434
0.029797979797979796,1.779794132581771
0.039696969696969696,1.0947852083107432
0.049595959595959596,0.6991012106137224
0.059494949494949496,0.44374765839003755
0.06939393939393938,0.2665460171119191
0.07929292929292929,0.13709794836641623
0.08919191919191918,0.03884453608994253
0.09909090909090908,-0.037975841699674065
0.10898989898989898,-0.09947599437424054
0.11888888888888888,-0.1496710166138788
0.12878787878787878,-0.1913023107681266
0.1386868686868687,-0.2263026440508349
0.1485858585858586,-0.256071977414341
0.15848484848484848,-0.2816480016385448
0.16838383838383839,-0.30381536265672193
0.1782828282828283,-0.3231777763954207
0.18818181818181817,-0.3402069172185366
0.19808080808080808,-0.35527633910446577
0.207979797979798,-0.36868550069075723
0.21787878787878787,-0.38067709615459616
0.22777777777777777,-0.3914497645932085
0.23767676767676768,-0.40116754977457525
0.24757575757575756,-0.4099670366865002
0.25747474747474747,-0.41796280197868624
0.2673737373737374,-0.42525162372937675
0.2772727272727273,-0.4319157667104737
0.2871717171717172,-0.43802557071285614
0.29707070707070704,-0.44364150782374595
0.30696969696969695,-0.4488158310282631
0.31686868686868686,-0.45359390539868233
0.32676767676767676,-0.45801529063114094
0.33666666666666667,-0.4621146272287899
0.3465656565656566,-0.46592236646457924
0.3564646464646465,-0.4694653751779122
0.36636363636363634,-0.4727674396222866
0.37626262626262624,-0.4758496873881369
0.38616161616161615,-0.4787309424492419
0.39606060606060606,-0.48142802531392503
0.40595959595959596,-0.48395600787919824
0.41585858585858587,-0.4863284307218959
0.4257575757575757,-0.48855748909330876
0.43565656565656563,-0.4906541927214879
0.44555555555555554,-0.49262850359944094
0.45545454545454545,-0.49448945519574666
0.46535353535353535,-0.4962452559269205
0.47525252525252526,-0.49790337924758965
0.4851515151515151,-0.49947064232161237
0.495050505050505,-0.500953274916336
0.5049494949494949,-0.5023569798989258
0.5148484848484849,-0.5036869864968209
0.5247474747474747,-0.5049480973050183
0.5346464646464646,-0.5061447298739838
0.5445454545454546,-0.5072809535879047
0.5544444444444444,-0.5083605224392573
0.5643434343434344,-0.5093869042185957
0.5742424242424242,-0.5103633065652005
0.5841414141414141,-0.5112927002623329
0.594040404040404,-0.5121778401084351
0.6039393939393939,-0.5130212836510896
0.6138383838383838,-0.5138254080326181
0.6237373737373737,-0.5145924251638101
0.6336363636363637,-0.5153243954145124
0.6435353535353535,-0.5160232399859929
0.6534343434343434,-0.5166907521094816
0.6633333333333333,-0.5173286071975974
0.6732323232323232,-0.5179383720600688
0.6831313131313131,-0.5185215132818931
0.693030303030303,-0.519079404850563
0.702929292929293,-0.5196133351089554
0.7128282828282828,-0.5201245131017423
0.7227272727272727,-0.5206140743755303
0.7326262626262626,-0.5210830862862508
0.7425252525252525,-0.5215325528614488
0.7524242424242424,-0.521963419259962
0.7623232323232323,-0.5223765758669359
0.7722222222222221,-0.5227728620581189
0.7821212121212121,-0.5231530696638426
0.792020202020202,-0.5235179461599583
0.8019191919191919,-0.5238681976102325
0.8118181818181818,-0.5242044913822363
0.8217171717171717,-0.5245274586565759
0.8316161616161616,-0.524837696747369
0.8415151515151514,-0.525135771250123
0.8514141414141414,-0.5254222180316335
0.8613131313131313,-0.5256975450751257
0.8712121212121212,-0.5259622341926262
0.8811111111111111,-0.5262167426154375
0.891010101010101,-0.5264615044725917
0.9009090909090909,-0.5266969321662627
0.9108080808080807,-0.5269234176523103
0.9207070707070707,-0.5271413336334003
0.9306060606060605,-0.5273510346714945
0.9405050505050505,-0.5275528582259089
0.9504040404040404,-0.5277471256226082
0.9603030303030302,-0.5279341429599158
0.9702020202020202,-0.5281142019553875
0.98010101010101,-0.5282875807381953
0.99,-0.5284545445910088
